scene,section,start_sec,end_sec,start_time,end_time,duration_sec,sentence,image,review_status,reason,motion,transition
65,ON YILLIK KUŞATMA,427.711,433.862,07:07.711,07:13.862,6.152,"Destan; kahramanları, savaşları ve olağanüstü olayları anlatan uzun, şiirsel hikâye demektir.",Old Homer Writing The Iliad.png,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, savaş atmosferini doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
66,ON YILLIK KUŞATMA,433.862,442.591,07:13.862,07:22.591,8.728,"İlyada bütün savaşı anlatmaz; savaşın son yılındaki kısa bir döneme, özellikle Akhilleus’un öfkesine ve Hektor’la çatışmasına odaklanır.",Old Homer Writing The Iliad.png,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, savaş atmosferini doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
67,ON YILLIK KUŞATMA,442.591,447.025,07:22.591,07:27.025,4.435,Üstelik şaşırtıcı biçimde Truva Atı İlyada’da yoktur.,Old Homer Writing The Iliad.png,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Troya/Truva bağlamını, tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
68,ON YILLIK KUŞATMA,447.025,451.889,07:27.025,07:31.889,4.864,"Destan, at yapılmadan önce Hektor’un cenazesiyle sona erer.",Old Homer Writing The Iliad.png,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
69,ON YILLIK KUŞATMA,451.889,457.612,07:31.889,07:37.612,5.723,Odysseus’un savaştan sonraki eve dönüşünü anlatan destanın adı ise Odysseia’dır.,Old Homer Writing The Iliad.png,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
70,ON YILLIK KUŞATMA,457.612,464.193,07:37.612,07:44.193,6.581,İngilizce adı The Odyssey olduğu için Nolan’ın filmi de bu adı taşır.,Old Homer Writing The Iliad.png,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “ON YILLIK KUŞATMA” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",zoom_out,crossfade
71,ON YILLIK KUŞATMA,464.193,470.345,07:44.193,07:50.345,6.152,"Truva Atı, Odysseia’da geçmişte yaşanmış bir olay olarak yalnızca kısaca hatırlanır.",Old Homer Writing The Iliad.png,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Troya/Truva bağlamını, tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
72,ON YILLIK KUŞATMA,470.345,476.068,07:50.345,07:56.068,5.723,Odysseus ise istemeden katıldığı savaşta zamanla vazgeçilmez bir komutana dönüşür.,panel_01.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
73,ON YILLIK KUŞATMA,476.068,483.078,07:56.068,08:03.078,7.011,"Antik Yunancada onun çevik, pratik ve kurnaz zekâsını anlatan kelimelerden biri “metis”tir.",panel_01.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
74,ON YILLIK KUŞATMA,483.078,490.948,08:03.078,08:10.948,7.869,"Metis; durumu hızla okumak, rakibinin ne düşüneceğini anlamak ve kimsenin göremediği bir çıkış yolu bulmaktır.",panel_01.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “ON YILLIK KUŞATMA” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",zoom_out,crossfade
75,ON YILLIK KUŞATMA,490.948,497.529,08:10.948,08:17.529,6.581,Odysseus iyi bir savaşçıdır ama onu Akhilleus’tan ayıran asıl özelliği bu zekâsıdır.,panel_15.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, savaş atmosferini doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
76,ON YILLIK KUŞATMA,497.529,503.681,08:17.529,08:23.681,6.152,Bilgelik ve savaş stratejisi tanrıçası Athena da onu bu nedenle korur.,panel_56.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Athena’yı doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
77,ON YILLIK KUŞATMA,503.681,514.127,08:23.681,08:34.127,10.446,"Nolan’ın filminde Athena’yı Zendaya canlandırır; fakat film, onun gerçekten bir tanrıça mı yoksa Odysseus’un zihnindeki bir varlık mı olduğunu açık bırakır.",panel_56.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
78,ON YILLIK KUŞATMA,514.127,524.572,08:34.127,08:44.572,10.446,"Fakat ister bir tanrıçanın yardımı, ister Odysseus’un kendi zihni olarak düşünelim, onu Troya’da öne çıkaran şey aynıdır: Kılıcından önce aklını kullanması.",panel_01.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
79,ON YILLIK KUŞATMA,524.572,530.724,08:44.572,08:50.724,6.152,On yılın sonunda Akhaların en güçlü savaşçıları bile Troya’nın surlarını aşamamıştır.,panel_15.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki savaş atmosferini doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
80,ON YILLIK KUŞATMA,530.724,535.159,08:50.724,08:55.159,4.435,Kas gücünün başaramadığını şimdi Odysseus’un kurnazlığı başaracaktır.,panel_01.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
81,TRUVA ATI VE ZEUS’UN YASASI,535.159,540.023,08:55.159,09:00.023,4.864,On yıllık kuşatma artık tam bir çıkmaza girmişti.,panel_02.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
82,TRUVA ATI VE ZEUS’UN YASASI,540.023,549.609,09:00.023,09:09.609,9.587,"Şehre doğrudan saldırarak giremeyeceklerini anlayan Odysseus farklı bir yol önerdi: Troya’yı güç kullanarak değil, Troyalıların güvenini kullanarak ele geçireceklerdi.",panel_02.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
83,TRUVA ATI VE ZEUS’UN YASASI,549.609,554.903,09:09.609,09:14.903,5.293,Epeios dev ve içi boş bir tahta at yaptı.,panel_02.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
84,TRUVA ATI VE ZEUS’UN YASASI,554.903,560.625,09:14.903,09:20.625,5.723,Odysseus’un da aralarında bulunduğu seçilmiş savaşçılar bu atın içine saklandı.,panel_02.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
85,TRUVA ATI VE ZEUS’UN YASASI,560.625,565.06,09:20.625,09:25.060,4.435,Geri kalan ordu kamplarını boşaltıp gemileriyle uzaklaştı.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_in,crossfade
86,TRUVA ATI VE ZEUS’UN YASASI,565.06,571.212,09:25.060,09:31.212,6.152,Troyalılar sabah Akhaların gittiğini ve sahilde dev bir at bıraktığını gördü.,panel_02.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
87,TRUVA ATI VE ZEUS’UN YASASI,571.212,576.505,09:31.212,09:36.505,5.293,Atı bir teslimiyet hediyesi veya tanrılara sunulmuş armağan sandılar.,panel_02.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
88,TRUVA ATI VE ZEUS’UN YASASI,576.505,580.51,09:36.505,09:40.510,4.005,Bazıları bunun bir tuzak olabileceğini söyledi.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_right,crossfade
89,TRUVA ATI VE ZEUS’UN YASASI,580.51,585.374,09:40.510,09:45.374,4.864,Fakat sonunda atı kendi elleriyle surların içine taşıdılar.,panel_02.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
90,TRUVA ATI VE ZEUS’UN YASASI,585.374,593.244,09:45.374,09:53.244,7.869,Gece olduğunda atın içindeki askerler dışarı çıktı ve şehrin kapılarını gizlice geri dönen orduya açtı.,panel_02.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
91,TRUVA ATI VE ZEUS’UN YASASI,593.244,595.531,09:53.244,09:55.531,2.288,Troya düştü.,panel_03.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “TRUVA ATI VE ZEUS’UN YASASI” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_left,crossfade
92,TRUVA ATI VE ZEUS’UN YASASI,595.531,600.825,09:55.531,10:00.825,5.293,"Şehir yağmalandı; siviller öldürüldü, kadınlar ve çocuklar esir alındı.",panel_03.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “TRUVA ATI VE ZEUS’UN YASASI” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_right,crossfade
93,TRUVA ATI VE ZEUS’UN YASASI,600.825,611.27,10:00.825,10:11.270,10.446,"Nolan’ın filmi bu yıkımı kahramanca bir zafer görüntüsü olarak değil, Odysseus’un hayatının geri kalanında taşıyacağı korkunç bir suçluluk kaynağı olarak gösteriyor.",panel_02.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
94,TRUVA ATI VE ZEUS’UN YASASI,611.27,618.71,10:11.270,10:18.710,7.44,"Filmin burada öne çıkardığı “Zeus’un yasası”, Antik Yunan dünyasında “xenia” denilen kutsal misafirperverlik kuralıdır.",panel_12.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “TRUVA ATI VE ZEUS’UN YASASI” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",zoom_out,crossfade
95,TRUVA ATI VE ZEUS’UN YASASI,618.71,627.009,10:18.710,10:27.009,8.299,"Otellerin ve yardım çağırma imkânının olmadığı bu dünyada yolcular yabancıların vereceği suya, yemeğe ve barınağa muhtaçtı.",panel_12.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “TRUVA ATI VE ZEUS’UN YASASI” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_left,crossfade
96,TRUVA ATI VE ZEUS’UN YASASI,627.009,632.302,10:27.009,10:32.302,5.293,Bu yüzden ev sahibiyle misafir arasındaki güven kutsal sayılıyordu.,panel_12.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “TRUVA ATI VE ZEUS’UN YASASI” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_right,crossfade
97,TRUVA ATI VE ZEUS’UN YASASI,632.302,638.454,10:32.302,10:38.454,6.152,Nolan’ın yorumunda Truva Atı’nın en büyük günahı yalnızca insanları öldürmesi değildir.,panel_02.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Troya/Truva bağlamını, tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
98,TRUVA ATI VE ZEUS’UN YASASI,638.454,646.753,10:38.454,10:46.753,8.299,"Odysseus bir hediyeyi silaha dönüştürmüş ve insanların yabancılara, misafirlere ve armağanlara duyduğu kutsal güveni yok etmiştir.",panel_02.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
99,TRUVA ATI VE ZEUS’UN YASASI,646.753,651.617,10:46.753,10:51.617,4.864,Nolan’ın kendi ifadesiyle Odysseus’un en büyük hatası attır.,panel_02.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
100,TRUVA ATI VE ZEUS’UN YASASI,651.617,659.057,10:51.617,10:59.057,7.44,"Film, Aeneis isimli Roma destanından Sinon adlı bir karakteri de bu olayın merkezine taşır.",Old Homer Writing The Iliad.png,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “TRUVA ATI VE ZEUS’UN YASASI” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_right,crossfade
101,TRUVA ATI VE ZEUS’UN YASASI,659.057,667.785,10:59.057,11:07.785,8.728,"Aeneis, Homeros’tan yaklaşık yedi yüzyıl sonra yaşayan Roma ozanı Vergilius’un eseridir ve Troya’dan kaçan Aeneas’ın hikâyesini anlatır.",Old Homer Writing The Iliad.png,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
102,TRUVA ATI VE ZEUS’UN YASASI,667.785,676.513,11:07.785,11:16.513,8.728,"Bu destanda Sinon, diğer askerler uzaklaşmış gibi görünürken geride kalır ve Troyalıları atı şehre almaya ikna eder.",panel_02.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
103,TRUVA ATI VE ZEUS’UN YASASI,676.513,683.524,11:16.513,11:23.524,7.011,"Nolan onu, Odysseus’un planı uğruna kullandığı genç ve deneyimsiz bir asker olarak gösteriyor.",BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_left,crossfade
104,TRUVA ATI VE ZEUS’UN YASASI,683.524,688.388,11:23.524,11:28.388,4.864,Sinon’un kaderi daha sonra Odysseus’un suçluluğunu yüzüne vuracaktır.,panel_02.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
105,TRUVA ATI VE ZEUS’UN YASASI,688.388,691.105,11:28.388,11:31.105,2.717,Odysseus savaşı kazandı.,panel_04.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, savaş atmosferini doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
106,TRUVA ATI VE ZEUS’UN YASASI,691.105,698.974,11:31.105,11:38.974,7.869,"Fakat Nolan’a göre bunu yaparken yalnız Troya’yı değil, kendi içindeki bir şeyi de yok etti.",panel_02.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
107,TRUVA ATI VE ZEUS’UN YASASI,698.974,702.121,11:38.974,11:42.121,3.147,Şimdi eve dönmesi gerekiyor.,panel_04.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “TRUVA ATI VE ZEUS’UN YASASI” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_left,crossfade
108,TRUVA ATI VE ZEUS’UN YASASI,702.121,712.137,11:42.121,11:52.137,10.016,"Ama Troya’da çiğnediği güven yasası, yolculuk boyunca farklı biçimlerde karşısına çıkacak: Ev sahibi misafire, misafir de ev sahibine nasıl davranmalı?",panel_12.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “TRUVA ATI VE ZEUS’UN YASASI” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_right,crossfade
109,TRUVA ATI VE ZEUS’UN YASASI,712.137,720.436,11:52.137,12:00.436,8.299,"Ve Odysseus’un ilk kaybına bir tanrı ya da canavar değil, savaştan kopamayan kendi askerleri neden olacak.",BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_in,crossfade
110,EVE DÖNÜŞÜN İLK GÜNAHLARI,720.436,726.588,12:00.436,12:06.588,6.152,Odysseus savaştan sonra on iki gemi ve yüzlerce adamla Troya’dan ayrıldı.,panel_05.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, deniz yolculuğunu doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
111,EVE DÖNÜŞÜN İLK GÜNAHLARI,726.588,731.881,12:06.588,12:11.881,5.293,İlk duraklarından biri Kikones isimli halkın yaşadığı İsmaros şehriydi.,panel_14.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “EVE DÖNÜŞÜN İLK GÜNAHLARI” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_left,crossfade
112,EVE DÖNÜŞÜN İLK GÜNAHLARI,731.881,735.027,12:11.881,12:15.027,3.147,Kikonesler savaşta Troyalıların müttefikiydi.,panel_14.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki savaş atmosferini doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
113,EVE DÖNÜŞÜN İLK GÜNAHLARI,735.027,739.891,12:15.027,12:19.891,4.864,Akhalar bu nedenle onları eski düşmanları olarak görüyordu.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_in,crossfade
114,EVE DÖNÜŞÜN İLK GÜNAHLARI,739.891,743.467,12:19.891,12:23.467,3.576,Fakat bu durum yapılanları masumlaştırmıyordu.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_out,crossfade
115,EVE DÖNÜŞÜN İLK GÜNAHLARI,743.467,749.19,12:23.467,12:29.190,5.723,"Odysseus ve adamları şehre saldırdı, insanları öldürdü ve mallarını yağmaladı.",panel_15.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
116,EVE DÖNÜŞÜN İLK GÜNAHLARI,749.19,753.624,12:29.190,12:33.624,4.435,"Odysseus, adamlarına aldıkları ganimetle hemen ayrılmalarını söyledi.",panel_16.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
117,EVE DÖNÜŞÜN İLK GÜNAHLARI,753.624,756.771,12:33.624,12:36.771,3.147,Fakat askerler onu dinlemedi.,panel_16.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
118,EVE DÖNÜŞÜN İLK GÜNAHLARI,756.771,761.205,12:36.771,12:41.205,4.435,Sahilde kalıp yemeye ve içmeye devam ettiler.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_out,crossfade
